putaway_id,transaction_date,transaction_time,store_id,employee_id,employee_name,product_id,sku,quantity_received,quantity_putaway,shelf_location,status,time_to_putaway_minutes,quality_check_passed,remarks
PUT000415,2026-07-09,20:23,S005,EMP0013,Rohan Joshi,PROD00039,SKU000039,16,19,B8-2,Completed,48,True,None
PUT000416,2026-05-08,18:15,S002,EMP0034,Vikram Patel,PROD00106,SKU000106,47,31,B4-5,Delayed,11,True,None
PUT000417,2026-07-09,18:30,S001,EMP0009,Kunal Mehta,PROD00119,SKU000119,24,33,E4-4,Quality Hold,65,True,None
PUT000418,2026-05-17,20:24,S004,EMP0002,Pooja Singh,PROD00074,SKU000074,48,23,E1-1,Delayed,113,True,None
PUT000419,2026-05-01,14:51,S003,EMP0015,Disha Verma,PROD00070,SKU000070,11,19,E7-4,Partial,98,True,None
PUT000420,2026-06-29,16:35,S005,EMP0020,Disha Mehta,PROD00047,SKU000047,5,46,A2-1,Quality Hold,17,True,None
PUT000421,2026-04-27,15:16,S004,EMP0011,Disha Reddy,PROD00057,SKU000057,17,5,A10-1,Completed,81,True,None
PUT000422,2026-05-08,10:24,S001,EMP0008,Anjali Sharma,PROD00023,SKU000023,47,44,E3-1,Partial,37,True,None
PUT000423,2026-04-30,19:44,S001,EMP0039,Suresh Reddy,PROD00071,SKU000071,47,23,C3-1,Delayed,104,True,None
PUT000424,2026-06-04,14:11,S003,EMP0003,Pooja Reddy,PROD00067,SKU000067,33,7,D4-5,Quality Hold,27,True,None
PUT000425,2026-07-10,12:39,S002,EMP0037,Pooja Singh,PROD00111,SKU000111,46,9,D5-1,Completed,14,True,None
PUT000426,2026-06-21,10:41,S004,EMP0002,Pooja Singh,PROD00128,SKU000128,45,3,A7-3,Partial,94,True,None
PUT000427,2026-05-11,19:25,S001,EMP0039,Suresh Reddy,PROD00123,SKU000123,9,37,B1-4,Quality Hold,20,True,None
PUT000428,2026-06-08,18:03,S003,EMP0036,Disha Mehta,PROD00078,SKU000078,45,44,A6-5,Delayed,15,True,None
PUT000429,2026-06-16,07:24,S002,EMP0012,Neha Singh,PROD00142,SKU000142,47,15,C7-1,Delayed,67,True,None
PUT000430,2026-05-28,12:01,S002,EMP0012,Neha Singh,PROD00010,SKU000010,42,18,D7-1,Delayed,68,True,None
PUT000431,2026-07-21,16:50,S001,EMP0030,Pooja Reddy,PROD00015,SKU000015,7,28,A4-5,Quality Hold,91,True,None
PUT000432,2026-05-10,10:31,S002,EMP0006,Kunal Reddy,PROD00010,SKU000010,46,4,D10-1,Partial,94,True,None
PUT000433,2026-07-22,09:29,S002,EMP0001,Pooja Gupta,PROD00079,SKU000079,44,13,E2-1,Completed,68,True,None
PUT000434,2026-06-25,16:51,S001,EMP0018,Rohan Singh,PROD00110,SKU000110,48,28,C2-5,Partial,46,True,None
PUT000435,2026-07-18,08:07,S005,EMP0013,Rohan Joshi,PROD00086,SKU000086,22,12,D3-3,Partial,61,True,None
PUT000436,2026-07-18,11:01,S002,EMP0006,Kunal Reddy,PROD00097,SKU000097,36,8,A1-2,Completed,95,True,None
PUT000437,2026-06-17,10:13,S004,EMP0032,Pooja Sharma,PROD00122,SKU000122,14,43,C9-4,Quality Hold,35,True,None
PUT000438,2026-04-26,08:40,S001,EMP0009,Kunal Mehta,PROD00128,SKU000128,24,25,D1-5,Partial,29,True,None
PUT000439,2026-07-11,22:14,S005,EMP0020,Disha Mehta,PROD00139,SKU000139,34,43,B5-1,Partial,19,True,None
PUT000440,2026-05-24,07:03,S004,EMP0010,Kunal Verma,PROD00041,SKU000041,46,26,C4-4,Delayed,47,True,None
PUT000441,2026-05-26,23:11,S001,EMP0008,Anjali Sharma,PROD00014,SKU000014,15,4,D9-1,Completed,119,True,None
PUT000442,2026-05-28,12:47,S005,EMP0020,Disha Mehta,PROD00108,SKU000108,48,23,B2-3,Partial,17,True,None
PUT000443,2026-06-01,08:30,S002,EMP0031,Neha Mehta,PROD00057,SKU000057,42,34,A7-2,Partial,83,True,None
PUT000444,2026-06-04,12:40,S003,EMP0014,Sneha Joshi,PROD00118,SKU000118,27,20,B6-2,Completed,93,True,None
PUT000445,2026-06-18,20:26,S002,EMP0006,Kunal Reddy,PROD00120,SKU000120,15,24,B5-5,Partial,106,True,None
PUT000446,2026-07-02,08:26,S005,EMP0038,Amit Verma,PROD00059,SKU000059,38,34,B10-4,Quality Hold,40,True,None
PUT000447,2026-05-30,19:37,S002,EMP0017,Kunal Mehta,PROD00084,SKU000084,19,40,B10-1,Quality Hold,10,True,None
PUT000448,2026-05-20,18:30,S001,EMP0033,Sneha Verma,PROD00136,SKU000136,49,9,D8-2,Completed,76,False,Damaged items separated
PUT000449,2026-04-26,17:18,S004,EMP0010,Kunal Verma,PROD00034,SKU000034,20,44,A1-4,Delayed,25,False,None
PUT000450,2026-05-11,20:49,S005,EMP0005,Rohan Singh,PROD00117,SKU000117,13,48,D3-3,Quality Hold,95,True,None
PUT000451,2026-05-04,22:02,S001,EMP0033,Sneha Verma,PROD00086,SKU000086,23,30,C10-5,Partial,105,True,None
PUT000452,2026-05-05,22:58,S003,EMP0036,Disha Mehta,PROD00015,SKU000015,48,26,A2-4,Delayed,64,True,None
PUT000453,2026-06-07,08:35,S003,EMP0014,Sneha Joshi,PROD00144,SKU000144,50,16,B6-2,Completed,88,True,None
PUT000454,2026-05-10,17:57,S002,EMP0017,Kunal Mehta,PROD00083,SKU000083,22,35,D5-1,Completed,52,True,None
PUT000455,2026-05-22,21:45,S005,EMP0038,Amit Verma,PROD00032,SKU000032,39,46,E5-4,Delayed,107,True,None
PUT000456,2026-07-15,08:25,S002,EMP0034,Vikram Patel,PROD00023,SKU000023,16,21,A2-2,Delayed,19,True,None
PUT000457,2026-05-21,06:18,S002,EMP0017,Kunal Mehta,PROD00134,SKU000134,31,46,E3-4,Delayed,58,True,None
PUT000458,2026-05-02,08:01,S001,EMP0029,Pooja Verma,PROD00049,SKU000049,19,36,C7-5,Delayed,88,True,None
PUT000459,2026-05-22,20:29,S005,EMP0038,Amit Verma,PROD00141,SKU000141,24,39,B5-2,Delayed,34,True,None
PUT000460,2026-06-17,15:29,S001,EMP0009,Kunal Mehta,PROD00091,SKU000091,15,42,B9-3,Partial,27,False,None
PUT000461,2026-04-29,09:02,S002,EMP0012,Neha Singh,PROD00061,SKU000061,25,39,B8-3,Delayed,28,True,None
PUT000462,2026-04-24,10:23,S001,EMP0030,Pooja Reddy,PROD00089,SKU000089,33,37,B9-3,Completed,8,True,None
PUT000463,2026-07-05,06:47,S004,EMP0011,Disha Reddy,PROD00040,SKU000040,39,35,C5-4,Delayed,101,True,None
PUT000464,2026-07-05,09:46,S005,EMP0025,Rajesh Sharma,PROD00087,SKU000087,35,5,B9-1,Delayed,8,True,None
PUT000465,2026-06-25,16:03,S004,EMP0011,Disha Reddy,PROD00024,SKU000024,43,44,B10-5,Partial,105,False,None
PUT000466,2026-06-28,20:43,S001,EMP0008,Anjali Sharma,PROD00138,SKU000138,47,8,E7-2,Quality Hold,45,True,None
PUT000467,2026-05-19,10:45,S001,EMP0030,Pooja Reddy,PROD00102,SKU000102,32,26,D6-1,Delayed,49,True,None
PUT000468,2026-05-27,20:47,S005,EMP0007,Vikram Kulkarni,PROD00056,SKU000056,31,31,C3-4,Quality Hold,22,True,None
PUT000469,2026-07-12,21:55,S002,EMP0017,Kunal Mehta,PROD00078,SKU000078,38,24,A10-4,Completed,5,True,None
PUT000470,2026-06-19,20:45,S004,EMP0010,Kunal Verma,PROD00143,SKU000143,41,11,B3-4,Delayed,75,True,None
PUT000471,2026-06-15,23:47,S005,EMP0019,Vikram Yadav,PROD00127,SKU000127,34,17,A1-2,Delayed,43,True,None
PUT000472,2026-05-24,11:31,S001,EMP0029,Pooja Verma,PROD00107,SKU000107,49,44,B1-1,Delayed,68,True,None
PUT000473,2026-06-07,19:55,S005,EMP0025,Rajesh Sharma,PROD00145,SKU000145,21,43,D2-3,Completed,113,True,None
PUT000474,2026-05-10,20:56,S001,EMP0009,Kunal Mehta,PROD00082,SKU000082,49,11,C3-1,Delayed,51,True,None
PUT000475,2026-06-08,22:40,S001,EMP0029,Pooja Verma,PROD00075,SKU000075,9,35,B3-1,Partial,74,True,None
PUT000476,2026-04-27,09:34,S003,EMP0015,Disha Verma,PROD00093,SKU000093,42,25,B1-2,Delayed,52,False,None
PUT000477,2026-06-01,12:09,S003,EMP0014,Sneha Joshi,PROD00027,SKU000027,37,17,B9-5,Completed,58,True,None
PUT000478,2026-07-09,17:19,S002,EMP0001,Pooja Gupta,PROD00123,SKU000123,49,26,B8-5,Delayed,27,False,None
PUT000479,2026-07-20,10:44,S001,EMP0018,Rohan Singh,PROD00033,SKU000033,19,22,B4-2,Completed,59,True,None
PUT000480,2026-07-09,19:02,S001,EMP0004,Priya Reddy,PROD00124,SKU000124,17,9,A9-5,Completed,65,True,None
PUT000481,2026-07-18,09:50,S001,EMP0029,Pooja Verma,PROD00003,SKU000003,12,41,B10-2,Partial,90,True,Temperature issue
PUT000482,2026-07-12,17:22,S002,EMP0024,Anjali Gupta,PROD00149,SKU000149,15,35,E4-5,Completed,17,True,None
PUT000483,2026-07-22,15:10,S005,EMP0016,Sneha Kulkarni,PROD00050,SKU000050,39,3,A4-5,Quality Hold,51,True,None
PUT000484,2026-06-30,11:53,S004,EMP0032,Pooja Sharma,PROD00028,SKU000028,27,27,D4-5,Partial,57,True,None
PUT000485,2026-06-13,22:08,S001,EMP0039,Suresh Reddy,PROD00029,SKU000029,36,26,C9-1,Completed,46,True,None
PUT000486,2026-06-04,20:14,S003,EMP0021,Disha Singh,PROD00080,SKU000080,40,29,C7-2,Completed,119,True,None
PUT000487,2026-06-06,09:25,S002,EMP0001,Pooja Gupta,PROD00126,SKU000126,33,36,A2-2,Quality Hold,56,True,None
PUT000488,2026-07-10,12:21,S002,EMP0006,Kunal Reddy,PROD00094,SKU000094,17,41,D2-2,Quality Hold,97,True,None
PUT000489,2026-05-10,17:30,S005,EMP0019,Vikram Yadav,PROD00103,SKU000103,47,41,D8-5,Delayed,23,False,None
PUT000490,2026-07-10,21:14,S001,EMP0029,Pooja Verma,PROD00126,SKU000126,45,11,A2-1,Completed,68,True,Temperature issue
PUT000491,2026-07-01,10:19,S004,EMP0028,Rohan Mehta,PROD00084,SKU000084,44,42,A2-5,Quality Hold,106,True,None
PUT000492,2026-06-16,14:34,S004,EMP0027,Anjali Gupta,PROD00130,SKU000130,26,37,E1-1,Quality Hold,117,True,None
PUT000493,2026-05-27,20:29,S003,EMP0040,Neha Verma,PROD00097,SKU000097,7,5,B9-3,Partial,67,True,None
PUT000494,2026-06-14,21:42,S004,EMP0027,Anjali Gupta,PROD00029,SKU000029,40,46,E10-4,Quality Hold,76,True,None
PUT000495,2026-07-16,18:39,S004,EMP0011,Disha Reddy,PROD00127,SKU000127,48,25,C6-1,Completed,80,True,None
PUT000496,2026-06-07,06:48,S003,EMP0040,Neha Verma,PROD00150,SKU000150,45,24,D2-4,Delayed,50,True,None
PUT000497,2026-07-16,15:37,S002,EMP0017,Kunal Mehta,PROD00061,SKU000061,10,47,A5-1,Delayed,26,True,None
PUT000498,2026-06-12,22:57,S001,EMP0039,Suresh Reddy,PROD00109,SKU000109,31,20,A8-5,Completed,45,True,None
PUT000499,2026-06-04,21:06,S003,EMP0023,Vikram Reddy,PROD00026,SKU000026,49,46,B6-4,Delayed,26,True,None
PUT000500,2026-06-07,08:53,S004,EMP0010,Kunal Verma,PROD00128,SKU000128,39,16,C5-1,Delayed,78,True,None
